,agent_gender,agent_year_of_birth,footfall,staypoint_planningarea,datetime
1475,F,1942,40,AM,21/2/2018 15:00
1582,F,1943,40,AM,21/2/2018 15:00
1702,F,1944,40,AM,21/2/2018 15:00
1809,F,1945,40,AM,21/2/2018 15:00
1855,F,1946,40,AM,21/2/2018 15:00
1918,F,1947,40,AM,21/2/2018 15:00
1921,F,1948,40,AM,21/2/2018 15:00
1924,F,1949,40,AM,21/2/2018 15:00
1925,F,1950,40,AM,21/2/2018 15:00
1943,F,1951,40,AM,21/2/2018 15:00
1950,F,1952,40,AM,21/2/2018 15:00
2161,F,1953,40,AM,21/2/2018 15:00
2296,F,1954,40,AM,21/2/2018 15:00
2309,F,1955,40,AM,21/2/2018 15:00
2328,F,1956,40,AM,21/2/2018 15:00
2466,F,1961,40,AM,21/2/2018 15:00
2517,F,1982,40,AM,21/2/2018 15:00
2598,F,1989,40,AM,21/2/2018 15:00
2643,F,1990,40,AM,21/2/2018 15:00
2682,F,1991,40,AM,21/2/2018 15:00
2798,F,1992,40,AM,21/2/2018 15:00
2803,F,1993,40,AM,21/2/2018 15:00
2865,F,1994,40,AM,21/2/2018 15:00
2867,F,1995,40,AM,21/2/2018 15:00
3026,F,1996,40,AM,21/2/2018 15:00
3089,F,1997,40,AM,21/2/2018 15:00
3118,F,1998,40,AM,21/2/2018 15:00
3245,F,2000,40,AM,21/2/2018 15:00
3248,F,2001,40,AM,21/2/2018 15:00
3252,F,2002,40,AM,21/2/2018 15:00
3266,F,2003,40,AM,21/2/2018 15:00
3312,F,2004,40,AM,21/2/2018 15:00
3344,F,2005,40,AM,21/2/2018 15:00
3405,F,2014,40,AM,21/2/2018 15:00
3535,M,1930,40,AM,21/2/2018 15:00
3704,M,1934,40,AM,21/2/2018 15:00
3782,M,1936,40,AM,21/2/2018 15:00
3835,M,1937,40,AM,21/2/2018 15:00
4125,M,1938,40,AM,21/2/2018 15:00
4238,M,1939,40,AM,21/2/2018 15:00
4281,M,1940,40,AM,21/2/2018 15:00
4284,M,1941,40,AM,21/2/2018 15:00
4506,M,1942,40,AM,21/2/2018 15:00
4507,M,1943,40,AM,21/2/2018 15:00
4675,M,1944,40,AM,21/2/2018 15:00
4877,M,1945,40,AM,21/2/2018 15:00
5151,M,1946,40,AM,21/2/2018 15:00
5154,M,1947,40,AM,21/2/2018 15:00
287,M,1948,40,AM,21/2/2018 15:00
353,M,1949,40,AM,21/2/2018 15:00
366,M,1950,40,AM,21/2/2018 15:00
469,M,1951,40,AM,21/2/2018 15:00
1338,M,1987,40,AM,21/2/2018 15:00
1474,M,1991,40,AM,21/2/2018 15:00
1545,M,1992,40,AM,21/2/2018 15:00
1766,M,1995,40,AM,21/2/2018 15:00
1947,M,1996,40,AM,21/2/2018 15:00
2073,M,1997,40,AM,21/2/2018 15:00
2076,M,1998,40,AM,21/2/2018 15:00
2144,M,2000,40,AM,21/2/2018 15:00
2231,M,2001,40,AM,21/2/2018 15:00
2453,M,2002,40,AM,21/2/2018 15:00
2508,M,2003,40,AM,21/2/2018 15:00
2582,M,2004,40,AM,21/2/2018 15:00
2750,M,2005,40,AM,21/2/2018 15:00
3119,M,2006,40,AM,21/2/2018 15:00
3176,M,2009,40,AM,21/2/2018 15:00
3210,M,2016,40,AM,21/2/2018 15:00
3349,NA,1926,40,AM,21/2/2018 15:00
3484,NA,1928,40,AM,21/2/2018 15:00
3559,NA,1931,40,AM,21/2/2018 15:00
3572,NA,1933,40,AM,21/2/2018 15:00
3686,NA,1934,40,AM,21/2/2018 15:00
3837,NA,1935,40,AM,21/2/2018 15:00
4054,NA,1936,40,AM,21/2/2018 15:00
4355,NA,1937,40,AM,21/2/2018 15:00
4420,NA,1938,40,AM,21/2/2018 15:00
4460,NA,1939,40,AM,21/2/2018 15:00
4508,NA,1940,40,AM,21/2/2018 15:00
4568,NA,1941,40,AM,21/2/2018 15:00
4571,NA,1942,40,AM,21/2/2018 15:00
4574,NA,1943,40,AM,21/2/2018 15:00
4578,NA,1944,40,AM,21/2/2018 15:00
4587,NA,1945,40,AM,21/2/2018 15:00
4674,NA,1946,40,AM,21/2/2018 15:00
4677,NA,1947,40,AM,21/2/2018 15:00
4804,NA,1949,40,AM,21/2/2018 15:00
4809,NA,1950,40,AM,21/2/2018 15:00
4810,NA,1951,40,AM,21/2/2018 15:00
4951,NA,1953,40,AM,21/2/2018 15:00
288,NA,1956,40,AM,21/2/2018 15:00
289,NA,1997,40,AM,21/2/2018 15:00
363,NA,1998,40,AM,21/2/2018 15:00
364,NA,1999,40,AM,21/2/2018 15:00
380,NA,2000,40,AM,21/2/2018 15:00
1275,NA,2001,40,AM,21/2/2018 15:00
1281,NA,2002,40,AM,21/2/2018 15:00
1415,NA,2003,40,AM,21/2/2018 15:00
1425,NA,2013,40,AM,21/2/2018 15:00
1501,NA,NA,5347,AM,21/2/2018 14:00
1742,M,NA,763,AM,21/2/2018 14:00
1768,F,NA,377,AM,21/2/2018 14:00
1923,M,1970,139,AM,21/2/2018 14:00
1940,M,1968,134,AM,21/2/2018 14:00
2025,M,1969,132,AM,21/2/2018 14:00
2031,M,1972,130,AM,21/2/2018 14:00
2069,NA,1992,117,AM,21/2/2018 14:00
2077,F,1973,116,AM,21/2/2018 14:00
2145,NA,1972,116,AM,21/2/2018 14:00
2164,M,1971,113,AM,21/2/2018 14:00
2169,NA,1990,113,AM,21/2/2018 14:00
2208,M,1973,112,AM,21/2/2018 14:00
2327,F,1970,111,AM,21/2/2018 14:00
2384,NA,1989,109,AM,21/2/2018 14:00
2458,NA,1991,109,AM,21/2/2018 14:00
2644,NA,1987,108,AM,21/2/2018 14:00
2738,NA,1988,108,AM,21/2/2018 14:00
2953,M,1965,105,AM,21/2/2018 14:00
3018,M,1959,104,AM,21/2/2018 14:00
3023,M,1963,104,AM,21/2/2018 14:00
3085,F,1968,103,AM,21/2/2018 14:00
3115,NA,1984,100,AM,21/2/2018 14:00
3177,M,1976,99,AM,21/2/2018 14:00
3178,NA,1980,99,AM,21/2/2018 14:00
3339,F,1972,97,AM,21/2/2018 14:00
3345,NA,1983,97,AM,21/2/2018 14:00
3348,M,1961,96,AM,21/2/2018 14:00
3358,NA,1973,96,AM,21/2/2018 14:00
3476,NA,1974,96,AM,21/2/2018 14:00
3488,M,1966,95,AM,21/2/2018 14:00
4022,M,1967,95,AM,21/2/2018 14:00
4166,M,1975,95,AM,21/2/2018 14:00
4604,NA,1970,95,AM,21/2/2018 14:00
4606,NA,1979,93,AM,21/2/2018 14:00
4795,F,1971,92,AM,21/2/2018 14:00
4803,F,1969,89,AM,21/2/2018 14:00
4811,NA,1968,89,AM,21/2/2018 14:00
4938,M,1960,88,AM,21/2/2018 14:00
4948,M,1979,86,AM,21/2/2018 14:00
349,NA,1976,86,AM,21/2/2018 14:00
355,NA,1981,86,AM,21/2/2018 14:00
470,M,1962,82,AM,21/2/2018 14:00
1265,NA,1985,78,AM,21/2/2018 14:00
1423,F,1974,77,AM,21/2/2018 14:00
1476,M,1964,77,AM,21/2/2018 14:00
1548,M,1974,77,AM,21/2/2018 14:00
1736,NA,1975,77,AM,21/2/2018 14:00
1928,NA,1986,77,AM,21/2/2018 14:00
1951,M,1958,76,AM,21/2/2018 14:00
1961,NA,1993,76,AM,21/2/2018 14:00
2070,M,1980,74,AM,21/2/2018 14:00
2149,M,1983,74,AM,21/2/2018 14:00
2180,NA,1971,74,AM,21/2/2018 14:00
2251,NA,1994,74,AM,21/2/2018 14:00
2381,F,1961,73,AM,21/2/2018 14:00
2400,F,1964,73,AM,21/2/2018 14:00
2511,F,1967,73,AM,21/2/2018 14:00
2545,F,1977,73,AM,21/2/2018 14:00
2678,NA,1969,73,AM,21/2/2018 14:00
2684,NA,1982,73,AM,21/2/2018 14:00
2827,M,1977,72,AM,21/2/2018 14:00
2902,NA,1995,72,AM,21/2/2018 14:00
2912,M,1957,70,AM,21/2/2018 14:00
3117,M,1981,70,AM,21/2/2018 14:00
3474,NA,1966,70,AM,21/2/2018 14:00
3491,M,1988,69,AM,21/2/2018 14:00
3492,F,1976,68,AM,21/2/2018 14:00
3494,F,1979,68,AM,21/2/2018 14:00
3495,M,1955,68,AM,21/2/2018 14:00
3533,M,1978,68,AM,21/2/2018 14:00
3652,F,1965,66,AM,21/2/2018 14:00
3712,M,1953,65,AM,21/2/2018 14:00
3977,F,1981,63,AM,21/2/2018 14:00
4061,F,1980,62,AM,21/2/2018 14:00
4242,NA,1977,62,AM,21/2/2018 14:00
4282,F,1975,59,AM,21/2/2018 14:00
4323,M,1990,59,AM,21/2/2018 14:00
4799,M,1998,59,AM,21/2/2018 14:00
4814,NA,1967,59,AM,21/2/2018 14:00
4942,NA,1996,59,AM,21/2/2018 14:00
5156,F,1978,58,AM,21/2/2018 14:00
351,F,1966,57,AM,21/2/2018 14:00
378,M,1956,57,AM,21/2/2018 14:00
538,M,1985,57,AM,21/2/2018 14:00
1422,M,1986,55,AM,21/2/2018 14:00
1430,NA,1963,55,AM,21/2/2018 14:00
1544,NA,1997,55,AM,21/2/2018 14:00
1851,F,1958,54,AM,21/2/2018 14:00
1853,F,1963,54,AM,21/2/2018 14:00
1920,M,1952,54,AM,21/2/2018 14:00
1987,M,1982,54,AM,21/2/2018 14:00
2157,NA,1964,54,AM,21/2/2018 14:00
2160,NA,1965,54,AM,21/2/2018 14:00
2254,M,1984,53,AM,21/2/2018 14:00
2292,M,1987,50,AM,21/2/2018 14:00
2295,M,1997,50,AM,21/2/2018 14:00
2361,M,1999,49,AM,21/2/2018 14:00
2428,NA,1961,49,AM,21/2/2018 14:00
2462,NA,1978,49,AM,21/2/2018 14:00
2505,F,1987,47,AM,21/2/2018 14:00
2601,M,1954,47,AM,21/2/2018 14:00
2677,M,2000,47,AM,21/2/2018 14:00
2732,F,1959,46,AM,21/2/2018 14:00
2768,F,1982,46,AM,21/2/2018 14:00
2819,F,1983,46,AM,21/2/2018 14:00
2820,M,1989,46,AM,21/2/2018 14:00
2898,NA,1962,46,AM,21/2/2018 14:00
2900,F,1956,45,AM,21/2/2018 14:00
2952,F,1985,45,AM,21/2/2018 14:00
2955,NA,1960,43,AM,21/2/2018 14:00
3263,F,1988,42,AM,21/2/2018 14:00
3347,M,1991,42,AM,21/2/2018 14:00
3403,NA,1957,42,AM,21/2/2018 14:00
3466,F,1957,41,AM,21/2/2018 14:00
3618,F,1984,41,AM,21/2/2018 14:00
3783,NA,1959,41,AM,21/2/2018 14:00
3786,F,1924,40,AM,21/2/2018 14:00
3797,F,1931,40,AM,21/2/2018 14:00
3878,F,1933,40,AM,21/2/2018 14:00
4058,F,1935,40,AM,21/2/2018 14:00
4380,F,1937,40,AM,21/2/2018 14:00
4458,F,1938,40,AM,21/2/2018 14:00
4730,F,1939,40,AM,21/2/2018 14:00
4792,F,1940,40,AM,21/2/2018 14:00
4793,F,1941,40,AM,21/2/2018 14:00
4822,F,1943,40,AM,21/2/2018 14:00
4855,F,1944,40,AM,21/2/2018 14:00
4940,F,1945,40,AM,21/2/2018 14:00
4949,F,1946,40,AM,21/2/2018 14:00
18,F,1947,40,AM,21/2/2018 14:00
279,F,1948,40,AM,21/2/2018 14:00
292,F,1949,40,AM,21/2/2018 14:00
352,F,1950,40,AM,21/2/2018 14:00
379,F,1951,40,AM,21/2/2018 14:00
658,F,1952,40,AM,21/2/2018 14:00
1264,F,1953,40,AM,21/2/2018 14:00
1331,F,1954,40,AM,21/2/2018 14:00
1508,F,1955,40,AM,21/2/2018 14:00
1628,F,1960,40,AM,21/2/2018 14:00
1946,F,1962,40,AM,21/2/2018 14:00
1955,F,1986,40,AM,21/2/2018 14:00
2138,F,1989,40,AM,21/2/2018 14:00
2139,F,1990,40,AM,21/2/2018 14:00
2167,F,1991,40,AM,21/2/2018 14:00
2181,F,1992,40,AM,21/2/2018 14:00
2240,F,1993,40,AM,21/2/2018 14:00
2380,F,1994,40,AM,21/2/2018 14:00
2464,F,1995,40,AM,21/2/2018 14:00
2474,F,1996,40,AM,21/2/2018 14:00
2579,F,1997,40,AM,21/2/2018 14:00
2730,F,1998,40,AM,21/2/2018 14:00
2734,F,1999,40,AM,21/2/2018 14:00
2767,F,2000,40,AM,21/2/2018 14:00
2837,F,2001,40,AM,21/2/2018 14:00
3120,F,2002,40,AM,21/2/2018 14:00
3130,F,2003,40,AM,21/2/2018 14:00
3251,F,2004,40,AM,21/2/2018 14:00
3269,F,2005,40,AM,21/2/2018 14:00
3401,F,2006,40,AM,21/2/2018 14:00
3471,M,1935,40,AM,21/2/2018 14:00
3534,M,1936,40,AM,21/2/2018 14:00
3613,M,1937,40,AM,21/2/2018 14:00
3614,M,1938,40,AM,21/2/2018 14:00
3717,M,1939,40,AM,21/2/2018 14:00
3877,M,1940,40,AM,21/2/2018 14:00
3906,M,1941,40,AM,21/2/2018 14:00
4240,M,1942,40,AM,21/2/2018 14:00
4280,M,1943,40,AM,21/2/2018 14:00
4353,M,1944,40,AM,21/2/2018 14:00
4505,M,1945,40,AM,21/2/2018 14:00
4721,M,1946,40,AM,21/2/2018 14:00
4725,M,1947,40,AM,21/2/2018 14:00
4805,M,1948,40,AM,21/2/2018 14:00
4812,M,1949,40,AM,21/2/2018 14:00
4852,M,1950,40,AM,21/2/2018 14:00
4862,M,1951,40,AM,21/2/2018 14:00
281,M,1992,40,AM,21/2/2018 14:00
294,M,1993,40,AM,21/2/2018 14:00
344,M,1994,40,AM,21/2/2018 14:00
357,M,1995,40,AM,21/2/2018 14:00
414,M,1996,40,AM,21/2/2018 14:00
1510,M,2001,40,AM,21/2/2018 14:00
1584,M,2002,40,AM,21/2/2018 14:00
1630,M,2003,40,AM,21/2/2018 14:00
1983,M,2004,40,AM,21/2/2018 14:00
2142,M,2005,40,AM,21/2/2018 14:00
2148,M,2007,40,AM,21/2/2018 14:00
2168,M,2008,40,AM,21/2/2018 14:00
2253,NA,1925,40,AM,21/2/2018 14:00
2364,NA,1928,40,AM,21/2/2018 14:00
2390,NA,1929,40,AM,21/2/2018 14:00
2600,NA,1930,40,AM,21/2/2018 14:00
2602,NA,1932,40,AM,21/2/2018 14:00
2608,NA,1934,40,AM,21/2/2018 14:00
2724,NA,1935,40,AM,21/2/2018 14:00
2986,NA,1936,40,AM,21/2/2018 14:00
3132,NA,1937,40,AM,21/2/2018 14:00
3174,NA,1938,40,AM,21/2/2018 14:00
3191,NA,1939,40,AM,21/2/2018 14:00
3242,NA,1940,40,AM,21/2/2018 14:00
3272,NA,1941,40,AM,21/2/2018 14:00
3342,NA,1942,40,AM,21/2/2018 14:00
3352,NA,1943,40,AM,21/2/2018 14:00
3571,NA,1944,40,AM,21/2/2018 14:00
3710,NA,1945,40,AM,21/2/2018 14:00
3905,NA,1946,40,AM,21/2/2018 14:00
4055,NA,1947,40,AM,21/2/2018 14:00
4244,NA,1948,40,AM,21/2/2018 14:00
4354,NA,1949,40,AM,21/2/2018 14:00
4607,NA,1950,40,AM,21/2/2018 14:00
4786,NA,1951,40,AM,21/2/2018 14:00
4802,NA,1952,40,AM,21/2/2018 14:00
4856,NA,1953,40,AM,21/2/2018 14:00
4875,NA,1954,40,AM,21/2/2018 14:00
356,NA,1955,40,AM,21/2/2018 14:00
368,NA,1956,40,AM,21/2/2018 14:00
373,NA,1958,40,AM,21/2/2018 14:00
382,NA,1998,40,AM,21/2/2018 14:00
417,NA,1999,40,AM,21/2/2018 14:00
1278,NA,2000,40,AM,21/2/2018 14:00
1417,NA,2001,40,AM,21/2/2018 14:00
1631,NA,2002,40,AM,21/2/2018 14:00
2064,NA,2003,40,AM,21/2/2018 14:00
2068,NA,2004,40,AM,21/2/2018 14:00
2207,NA,NA,5238,AM,21/2/2018 13:00
2209,M,NA,833,AM,21/2/2018 13:00
2238,F,NA,374,AM,21/2/2018 13:00
2244,M,1968,153,AM,21/2/2018 13:00
2293,M,1969,135,AM,21/2/2018 13:00
2510,M,1973,134,AM,21/2/2018 13:00
2583,M,1971,122,AM,21/2/2018 13:00
2674,M,1964,120,AM,21/2/2018 13:00
2683,M,1972,120,AM,21/2/2018 13:00
2769,NA,1988,119,AM,21/2/2018 13:00
2770,M,1970,117,AM,21/2/2018 13:00
2799,NA,1992,117,AM,21/2/2018 13:00
2821,NA,1983,116,AM,21/2/2018 13:00
2824,NA,1991,116,AM,21/2/2018 13:00
2826,M,1967,111,AM,21/2/2018 13:00
2941,NA,1987,109,AM,21/2/2018 13:00
2944,M,1961,108,AM,21/2/2018 13:00
2945,NA,1984,108,AM,21/2/2018 13:00
2947,NA,1990,105,AM,21/2/2018 13:00
3047,M,1959,104,AM,21/2/2018 13:00
3087,NA,1974,104,AM,21/2/2018 13:00
3133,F,1973,103,AM,21/2/2018 13:00
3284,M,1963,103,AM,21/2/2018 13:00
3435,M,1966,103,AM,21/2/2018 13:00
3573,M,1974,103,AM,21/2/2018 13:00
3792,NA,1985,103,AM,21/2/2018 13:00
3793,NA,1975,99,AM,21/2/2018 13:00
3841,NA,1981,96,AM,21/2/2018 13:00
3946,M,1965,95,AM,21/2/2018 13:00
4021,NA,1989,93,AM,21/2/2018 13:00
4053,F,1967,92,AM,21/2/2018 13:00
4243,M,1962,92,AM,21/2/2018 13:00
4860,NA,1986,92,AM,21/2/2018 13:00
4955,NA,1993,92,AM,21/2/2018 13:00
19,F,1971,90,AM,21/2/2018 13:00
72,NA,1978,90,AM,21/2/2018 13:00
286,NA,1982,90,AM,21/2/2018 13:00
291,NA,1994,90,AM,21/2/2018 13:00
384,F,1969,89,AM,21/2/2018 13:00
1327,NA,1995,89,AM,21/2/2018 13:00
1350,M,1960,88,AM,21/2/2018 13:00
1511,M,1976,88,AM,21/2/2018 13:00
1698,M,1956,85,AM,21/2/2018 13:00
1765,M,1975,85,AM,21/2/2018 13:00
1894,F,1979,84,AM,21/2/2018 13:00
1954,F,1970,82,AM,21/2/2018 13:00
2072,F,1972,82,AM,21/2/2018 13:00
2140,NA,1976,82,AM,21/2/2018 13:00
2143,NA,1980,82,AM,21/2/2018 13:00
2162,F,1976,81,AM,21/2/2018 13:00
2203,M,1990,80,AM,21/2/2018 13:00
2358,NA,1973,80,AM,21/2/2018 13:00
2369,NA,1977,80,AM,21/2/2018 13:00
2503,F,1968,78,AM,21/2/2018 13:00
2581,M,1981,78,AM,21/2/2018 13:00
2825,F,1965,77,AM,21/2/2018 13:00
2906,F,1975,77,AM,21/2/2018 13:00
3019,M,1955,77,AM,21/2/2018 13:00
3042,NA,1970,77,AM,21/2/2018 13:00
3043,F,1963,74,AM,21/2/2018 13:00
3122,M,1958,74,AM,21/2/2018 13:00
3175,M,1982,74,AM,21/2/2018 13:00
3343,NA,1967,74,AM,21/2/2018 13:00
3397,NA,1972,74,AM,21/2/2018 13:00
3399,M,1979,73,AM,21/2/2018 13:00
3489,NA,1979,73,AM,21/2/2018 13:00
3714,F,1962,72,AM,21/2/2018 13:00
3750,M,1977,72,AM,21/2/2018 13:00
3842,NA,1971,72,AM,21/2/2018 13:00
3947,M,1985,69,AM,21/2/2018 13:00
4197,F,1977,66,AM,21/2/2018 13:00
4636,M,1957,66,AM,21/2/2018 13:00
17,M,1980,66,AM,21/2/2018 13:00
180,NA,1968,66,AM,21/2/2018 13:00
277,F,1974,65,AM,21/2/2018 13:00
348,M,1954,65,AM,21/2/2018 13:00
370,M,1983,65,AM,21/2/2018 13:00
377,NA,1962,65,AM,21/2/2018 13:00
413,NA,1996,65,AM,21/2/2018 13:00
1029,M,1989,63,AM,21/2/2018 13:00
1277,NA,1969,63,AM,21/2/2018 13:00
1626,M,1978,62,AM,21/2/2018 13:00
1811,NA,1965,62,AM,21/2/2018 13:00
1846,F,1978,59,AM,21/2/2018 13:00
2033,F,1958,58,AM,21/2/2018 13:00
2067,F,1961,58,AM,21/2/2018 13:00
2163,M,1987,58,AM,21/2/2018 13:00
2171,F,1959,57,AM,21/2/2018 13:00
2175,F,1964,57,AM,21/2/2018 13:00
2241,M,1951,57,AM,21/2/2018 13:00
2243,M,1953,57,AM,21/2/2018 13:00
2379,NA,1964,54,AM,21/2/2018 13:00
2387,F,1988,53,AM,21/2/2018 13:00
2399,M,1988,53,AM,21/2/2018 13:00
2423,M,1998,53,AM,21/2/2018 13:00
2459,F,1980,51,AM,21/2/2018 13:00
2609,F,1981,51,AM,21/2/2018 13:00
2726,M,1984,51,AM,21/2/2018 13:00
2728,M,1986,51,AM,21/2/2018 13:00
2905,NA,1963,51,AM,21/2/2018 13:00
2949,NA,1966,51,AM,21/2/2018 13:00
3016,F,1998,50,AM,21/2/2018 13:00
3045,NA,1997,49,AM,21/2/2018 13:00
3311,F,1960,47,AM,21/2/2018 13:00
3400,F,1982,47,AM,21/2/2018 13:00
3567,F,1985,47,AM,21/2/2018 13:00
3751,F,1987,47,AM,21/2/2018 13:00
3948,NA,1952,47,AM,21/2/2018 13:00
4167,NA,1955,47,AM,21/2/2018 13:00
4676,NA,1956,47,AM,21/2/2018 13:00
4714,NA,1958,47,AM,21/2/2018 13:00
4724,F,1986,46,AM,21/2/2018 13:00
4806,M,1992,46,AM,21/2/2018 13:00
4808,M,1991,45,AM,21/2/2018 13:00
4850,NA,1960,45,AM,21/2/2018 13:00
5006,F,1966,43,AM,21/2/2018 13:00
5081,F,1983,43,AM,21/2/2018 13:00
5086,F,1989,43,AM,21/2/2018 13:00
182,F,1990,43,AM,21/2/2018 13:00
302,M,1952,43,AM,21/2/2018 13:00
303,M,1999,43,AM,21/2/2018 13:00
306,NA,1954,43,AM,21/2/2018 13:00
307,NA,1957,43,AM,21/2/2018 13:00
350,NA,1961,43,AM,21/2/2018 13:00
371,M,2000,42,AM,21/2/2018 13:00
1624,F,1984,41,AM,21/2/2018 13:00
1629,M,1949,41,AM,21/2/2018 13:00
1739,M,1997,41,AM,21/2/2018 13:00
1812,F,1930,40,AM,21/2/2018 13:00
1850,F,1931,40,AM,21/2/2018 13:00
1963,F,1939,40,AM,21/2/2018 13:00
2159,F,1940,40,AM,21/2/2018 13:00
2170,F,1941,40,AM,21/2/2018 13:00
2206,F,1942,40,AM,21/2/2018 13:00
2286,F,1943,40,AM,21/2/2018 13:00
2289,F,1944,40,AM,21/2/2018 13:00
2362,F,1945,40,AM,21/2/2018 13:00
2452,F,1946,40,AM,21/2/2018 13:00
2506,F,1947,40,AM,21/2/2018 13:00
2604,F,1948,40,AM,21/2/2018 13:00
2729,F,1949,40,AM,21/2/2018 13:00
2737,F,1950,40,AM,21/2/2018 13:00
2805,F,1951,40,AM,21/2/2018 13:00
2822,F,1952,40,AM,21/2/2018 13:00
2828,F,1953,40,AM,21/2/2018 13:00
2829,F,1954,40,AM,21/2/2018 13:00
2866,F,1955,40,AM,21/2/2018 13:00
2913,F,1956,40,AM,21/2/2018 13:00
2943,F,1957,40,AM,21/2/2018 13:00
2946,F,1991,40,AM,21/2/2018 13:00
2950,F,1992,40,AM,21/2/2018 13:00
3173,F,1993,40,AM,21/2/2018 13:00
3273,F,1994,40,AM,21/2/2018 13:00
3391,F,1995,40,AM,21/2/2018 13:00
3393,F,1996,40,AM,21/2/2018 13:00
3396,F,1997,40,AM,21/2/2018 13:00
3470,F,1999,40,AM,21/2/2018 13:00
3496,F,2000,40,AM,21/2/2018 13:00
3608,F,2001,40,AM,21/2/2018 13:00
3791,F,2002,40,AM,21/2/2018 13:00
3836,F,2003,40,AM,21/2/2018 13:00
4277,F,2004,40,AM,21/2/2018 13:00
4823,F,2005,40,AM,21/2/2018 13:00
4937,F,2008,40,AM,21/2/2018 13:00
4939,F,2014,40,AM,21/2/2018 13:00
5084,M,1931,40,AM,21/2/2018 13:00
181,M,1934,40,AM,21/2/2018 13:00
280,M,1936,40,AM,21/2/2018 13:00
365,M,1937,40,AM,21/2/2018 13:00
1326,M,1938,40,AM,21/2/2018 13:00
1351,M,1939,40,AM,21/2/2018 13:00
1356,M,1940,40,AM,21/2/2018 13:00
1411,M,1941,40,AM,21/2/2018 13:00
1412,M,1942,40,AM,21/2/2018 13:00
2063,M,1943,40,AM,21/2/2018 13:00
2288,M,1944,40,AM,21/2/2018 13:00
2329,M,1945,40,AM,21/2/2018 13:00
2359,M,1946,40,AM,21/2/2018 13:00
2468,M,1947,40,AM,21/2/2018 13:00
2471,M,1948,40,AM,21/2/2018 13:00
2576,M,1950,40,AM,21/2/2018 13:00
2618,M,1993,40,AM,21/2/2018 13:00
2731,M,1994,40,AM,21/2/2018 13:00
2733,M,1995,40,AM,21/2/2018 13:00
2914,M,1996,40,AM,21/2/2018 13:00
3048,M,2001,40,AM,21/2/2018 13:00
3124,M,2002,40,AM,21/2/2018 13:00
3170,M,2003,40,AM,21/2/2018 13:00
3243,M,2004,40,AM,21/2/2018 13:00
3244,M,2005,40,AM,21/2/2018 13:00
3394,M,2014,40,AM,21/2/2018 13:00
3402,NA,1932,40,AM,21/2/2018 13:00
3465,NA,1934,40,AM,21/2/2018 13:00
3467,NA,1935,40,AM,21/2/2018 13:00
3531,NA,1936,40,AM,21/2/2018 13:00
3612,NA,1937,40,AM,21/2/2018 13:00
3616,NA,1938,40,AM,21/2/2018 13:00
3833,NA,1939,40,AM,21/2/2018 13:00
4124,NA,1940,40,AM,21/2/2018 13:00
4168,NA,1941,40,AM,21/2/2018 13:00
4352,NA,1942,40,AM,21/2/2018 13:00
4717,NA,1943,40,AM,21/2/2018 13:00
4720,NA,1944,40,AM,21/2/2018 13:00
4943,NA,1945,40,AM,21/2/2018 13:00
5064,NA,1946,40,AM,21/2/2018 13:00
5148,NA,1947,40,AM,21/2/2018 13:00
300,NA,1948,40,AM,21/2/2018 13:00
308,NA,1949,40,AM,21/2/2018 13:00
381,NA,1950,40,AM,21/2/2018 13:00
415,NA,1951,40,AM,21/2/2018 13:00
1262,NA,1953,40,AM,21/2/2018 13:00
1266,NA,1959,40,AM,21/2/2018 13:00
1348,NA,1998,40,AM,21/2/2018 13:00
1404,NA,1999,40,AM,21/2/2018 13:00
1625,NA,2000,40,AM,21/2/2018 13:00
1764,NA,2001,40,AM,21/2/2018 13:00
1767,NA,2002,40,AM,21/2/2018 13:00
1962,NA,2003,40,AM,21/2/2018 13:00
2204,NA,NA,5274,AM,21/2/2018 12:00
2282,M,NA,828,AM,21/2/2018 12:00
2290,F,NA,343,AM,21/2/2018 12:00
2363,M,1967,150,AM,21/2/2018 12:00
2385,M,1968,139,AM,21/2/2018 12:00
2388,M,1961,120,AM,21/2/2018 12:00
2389,M,1972,120,AM,21/2/2018 12:00
2500,M,1966,117,AM,21/2/2018 12:00
2507,M,1969,117,AM,21/2/2018 12:00
2603,NA,1991,117,AM,21/2/2018 12:00
2605,M,1964,116,AM,21/2/2018 12:00
2606,M,1970,116,AM,21/2/2018 12:00
2617,NA,1988,116,AM,21/2/2018 12:00
2722,F,1970,115,AM,21/2/2018 12:00
2823,NA,1986,113,AM,21/2/2018 12:00
2863,M,1959,111,AM,21/2/2018 12:00
2911,M,1965,111,AM,21/2/2018 12:00
3017,M,1963,109,AM,21/2/2018 12:00
3044,M,1960,105,AM,21/2/2018 12:00
3172,M,1962,104,AM,21/2/2018 12:00
3265,M,1971,104,AM,21/2/2018 12:00
3268,M,1976,104,AM,21/2/2018 12:00
3271,NA,1987,104,AM,21/2/2018 12:00
3353,NA,1992,104,AM,21/2/2018 12:00
3387,NA,1983,103,AM,21/2/2018 12:00
3398,F,1973,101,AM,21/2/2018 12:00
3560,M,1974,100,AM,21/2/2018 12:00
3579,NA,1981,100,AM,21/2/2018 12:00
3679,F,1971,99,AM,21/2/2018 12:00
3713,NA,1984,99,AM,21/2/2018 12:00
3715,M,1979,97,AM,21/2/2018 12:00
3748,M,1956,92,AM,21/2/2018 12:00
3973,NA,1982,90,AM,21/2/2018 12:00
3974,NA,1993,90,AM,21/2/2018 12:00
